Country Code,Country Name,F65,Indicator Code,Indicator Name,Number of Records,Year,Value
CHE,Switzerland,,SP.POP.TOTL,"Population, total",1,1981,6354074
DNK,Denmark,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1982,36709.517626029
DNK,Denmark,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1982,
DNK,Denmark,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1982,
DNK,Denmark,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1982,
DNK,Denmark,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1982,74.551219512
DNK,Denmark,,SP.POP.TOTL,"Population, total",1,1982,5117810
FRA,France,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1982,27638.199595573
FRA,France,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1982,
FRA,France,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1982,
FRA,France,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1982,
FRA,France,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1982,74.5
FRA,France,,SP.POP.TOTL,"Population, total",1,1982,55718933
DEU,Germany,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1982,26288.763123368
DEU,Germany,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1982,
DEU,Germany,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1982,
DEU,Germany,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1982,
DEU,Germany,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1982,73.227
DEU,Germany,,SP.POP.TOTL,"Population, total",1,1982,78333366
HKG,"Hong Kong SAR, China",,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1982,11389.268516214
HKG,"Hong Kong SAR, China",,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1982,
HKG,"Hong Kong SAR, China",,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1982,
HKG,"Hong Kong SAR, China",,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1982,
HKG,"Hong Kong SAR, China",,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1982,75.429268293
HKG,"Hong Kong SAR, China",,SP.POP.TOTL,"Population, total",1,1982,5264500
ISL,Iceland,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1982,
ISL,Iceland,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1982,
ISL,Iceland,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1982,
ISL,Iceland,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1982,
ISL,Iceland,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1982,77.037804878
ISL,Iceland,,SP.POP.TOTL,"Population, total",1,1982,233860
NLD,Netherlands,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1982,
NLD,Netherlands,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1982,
NLD,Netherlands,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1982,29408.572479173
NLD,Netherlands,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1982,
NLD,Netherlands,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1982,75.988536585
NLD,Netherlands,,SP.POP.TOTL,"Population, total",1,1982,14312690
NOR,Norway,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1982,
NOR,Norway,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1982,
NOR,Norway,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1982,47611.022202584
NOR,Norway,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1982,
NOR,Norway,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1982,76.010975610
NOR,Norway,,SP.POP.TOTL,"Population, total",1,1982,4114787
SGP,Singapore,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1982,
SGP,Singapore,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1982,
SGP,Singapore,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1982,13909.100115956
SGP,Singapore,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1982,
SGP,Singapore,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1982,72.687804878
SGP,Singapore,,SP.POP.TOTL,"Population, total",1,1982,2646466
GBR,United Kingdom,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1982,
GBR,United Kingdom,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1982,
GBR,United Kingdom,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1982,21727.671411311
GBR,United Kingdom,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1982,
GBR,United Kingdom,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1982,74.178048780
GBR,United Kingdom,,SP.POP.TOTL,"Population, total",1,1982,56313641
USA,United States,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1982,
USA,United States,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1982,
USA,United States,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1982,28431.225770428
USA,United States,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1982,
USA,United States,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1982,74.360975610
USA,United States,,SP.POP.TOTL,"Population, total",1,1982,231664000
IRL,Ireland,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1983,
IRL,Ireland,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1983,
IRL,Ireland,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1983,
IRL,Ireland,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1983,
IRL,Ireland,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1983,73.313682927
IRL,Ireland,,SP.POP.TOTL,"Population, total",1,1983,3510600
NLD,Netherlands,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1983,
NLD,Netherlands,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1983,
NLD,Netherlands,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1983,30020.734014061
NLD,Netherlands,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1983,
NLD,Netherlands,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1983,76.164146341
NLD,Netherlands,,SP.POP.TOTL,"Population, total",1,1983,14367070
NOR,Norway,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1983,
NOR,Norway,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1983,
NOR,Norway,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1983,49479.84841354
NOR,Norway,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1983,
NOR,Norway,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1983,76.066829268
NOR,Norway,,SP.POP.TOTL,"Population, total",1,1983,4128432
SGP,Singapore,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1983,
SGP,Singapore,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1983,
SGP,Singapore,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1983,15258.447462937
SGP,Singapore,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1983,
SGP,Singapore,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1983,73.036585366
SGP,Singapore,,SP.POP.TOTL,"Population, total",1,1983,2681061
SWE,Sweden,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1983,
SWE,Sweden,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1983,
SWE,Sweden,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1983,31401.627653779
SWE,Sweden,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1983,
SWE,Sweden,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1983,76.551707317
SWE,Sweden,,SP.POP.TOTL,"Population, total",1,1983,8329033
CHE,Switzerland,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1983,
CHE,Switzerland,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1983,
CHE,Switzerland,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1983,56054.530488199
CHE,Switzerland,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1983,
CHE,Switzerland,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1983,76.031219512
CHE,Switzerland,,SP.POP.TOTL,"Population, total",1,1983,6418773
GBR,United Kingdom,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1983,
GBR,United Kingdom,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1983,
GBR,United Kingdom,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1983,22707.528394444
GBR,United Kingdom,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1983,
GBR,United Kingdom,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1983,74.378048780
GBR,United Kingdom,,SP.POP.TOTL,"Population, total",1,1983,56332848
USA,United States,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1983,
USA,United States,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1983,
USA,United States,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1983,29443.789992090
USA,United States,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1983,
USA,United States,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1983,74.463414634
USA,United States,,SP.POP.TOTL,"Population, total",1,1983,233792000
FRA,France,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1983,27650.270468991
FRA,France,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1983,
FRA,France,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1983,
FRA,France,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1983,
FRA,France,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1983,74.8
FRA,France,,SP.POP.TOTL,"Population, total",1,1983,56023770
DEU,Germany,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1983,26835.777984359
DEU,Germany,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1983,
DEU,Germany,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1983,
DEU,Germany,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1983,
DEU,Germany,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1983,73.505195122
DEU,Germany,,SP.POP.TOTL,"Population, total",1,1983,78128282
NLD,Netherlands,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1984,
NLD,Netherlands,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1984,
NLD,Netherlands,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1984,30909.055628674
NLD,Netherlands,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1984,
NLD,Netherlands,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1984,76.233170732
NLD,Netherlands,,SP.POP.TOTL,"Population, total",1,1984,14424211
NOR,Norway,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1984,
NOR,Norway,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1984,
NOR,Norway,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1984,52464.058540537
NOR,Norway,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1984,
NOR,Norway,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1984,76.224390244
NOR,Norway,,SP.POP.TOTL,"Population, total",1,1984,4140099
SWE,Sweden,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1984,
SWE,Sweden,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1984,
SWE,Sweden,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1984,32716.569841197
SWE,Sweden,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1984,
SWE,Sweden,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1984,76.815853659
SWE,Sweden,,SP.POP.TOTL,"Population, total",1,1984,8336605
CHE,Switzerland,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1984,
CHE,Switzerland,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1984,
CHE,Switzerland,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1984,57912.864404490
CHE,Switzerland,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1984,
CHE,Switzerland,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1984,76.608536585
CHE,Switzerland,,SP.POP.TOTL,"Population, total",1,1984,6441865
AUS,Australia,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1985,31645.335188475
AUS,Australia,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1985,
AUS,Australia,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1985,
AUS,Australia,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1985,
AUS,Australia,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1985,75.629268293
AUS,Australia,,SP.POP.TOTL,"Population, total",1,1985,15758000
CAN,Canada,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1985,30817.339217360
CAN,Canada,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1985,
CAN,Canada,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1985,
CAN,Canada,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1985,
CAN,Canada,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1985,76.368292683
CAN,Canada,,SP.POP.TOTL,"Population, total",1,1985,25842116
DNK,Denmark,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1986,42705.726729380
DNK,Denmark,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1986,
DNK,Denmark,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1986,
DNK,Denmark,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1986,
DNK,Denmark,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1986,74.579756098
DNK,Denmark,,SP.POP.TOTL,"Population, total",1,1986,5120534
FRA,France,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1986,28943.693796699
FRA,France,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1986,
FRA,France,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1986,
FRA,France,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1986,
FRA,France,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1986,75.6
FRA,France,,SP.POP.TOTL,"Population, total",1,1986,56976123
DEU,Germany,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1986,29099.406341351
DEU,Germany,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1986,
DEU,Germany,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1986,
DEU,Germany,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1986,
DEU,Germany,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1986,74.313731707
DEU,Germany,,SP.POP.TOTL,"Population, total",1,1986,77720436
HKG,"Hong Kong SAR, China",,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1986,14039.912493922
HKG,"Hong Kong SAR, China",,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1986,
HKG,"Hong Kong SAR, China",,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1986,
HKG,"Hong Kong SAR, China",,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1986,
HKG,"Hong Kong SAR, China",,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1986,76.685365854
HKG,"Hong Kong SAR, China",,SP.POP.TOTL,"Population, total",1,1986,5524600
ISL,Iceland,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1986,
ISL,Iceland,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1986,
ISL,Iceland,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1986,
ISL,Iceland,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1986,
ISL,Iceland,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1986,77.990731707
ISL,Iceland,,SP.POP.TOTL,"Population, total",1,1986,243180
GBR,United Kingdom,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1986,
GBR,United Kingdom,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1986,
GBR,United Kingdom,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1986,24832.250316549
GBR,United Kingdom,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1986,
GBR,United Kingdom,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1986,74.929268293
GBR,United Kingdom,,SP.POP.TOTL,"Population, total",1,1986,56681396
USA,United States,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1986,
USA,United States,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1986,
USA,United States,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1986,32918.172804938
USA,United States,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1986,
USA,United States,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1986,74.614634146
USA,United States,,SP.POP.TOTL,"Population, total",1,1986,240133000
NLD,Netherlands,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1987,
NLD,Netherlands,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1987,
NLD,Netherlands,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1987,32656.759522136
NLD,Netherlands,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1987,
NLD,Netherlands,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1987,76.705121951
NLD,Netherlands,,SP.POP.TOTL,"Population, total",1,1987,14665037
NOR,Norway,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1987,
NOR,Norway,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1987,
NOR,Norway,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1987,58721.302851375
NOR,Norway,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1987,
NOR,Norway,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1987,76.081707317
NOR,Norway,,SP.POP.TOTL,"Population, total",1,1987,4186905
SGP,Singapore,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1987,
SGP,Singapore,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1987,
SGP,Singapore,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1987,17938.130212527
SGP,Singapore,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1987,
